matlab_sample_id,matlab_sweep_id,matlab_sweep_index,input_angle_rad,input_direction,jacobian_condition,eligibility,pmks_sample_id,status,reason
matlab_0176,matlab_sweep_00,176,3.5354270925108109,1,2.0141555533202546,eligible,pmks_positive_0176,matched,
matlab_0177,matlab_sweep_00,177,3.552880385030754,1,2.0206116177594162,eligible,pmks_positive_0177,matched,
matlab_0178,matlab_sweep_00,178,3.5703336775506971,1,2.0273058022973598,eligible,pmks_positive_0178,matched,
matlab_0179,matlab_sweep_00,179,3.5877869700706402,1,2.034232775710235,eligible,pmks_positive_0179,matched,
matlab_0180,matlab_sweep_00,180,3.6052402625905833,1,2.0413869742066435,eligible,pmks_positive_0180,matched,
matlab_0181,matlab_sweep_00,181,3.6226935551105264,1,2.0487625982122442,eligible,pmks_positive_0181,matched,
matlab_0182,matlab_sweep_00,182,3.6401468476304695,1,2.0563536088393009,eligible,pmks_positive_0182,matched,
matlab_0183,matlab_sweep_00,183,3.6576001401504126,1,2.0641537240600152,eligible,pmks_positive_0183,matched,
matlab_0184,matlab_sweep_00,184,3.6750534326703557,1,2.0721564146083233,eligible,pmks_positive_0184,matched,
matlab_0185,matlab_sweep_00,185,3.6925067251902988,1,2.0803548996408723,eligible,pmks_positive_0185,matched,
matlab_0186,matlab_sweep_00,186,3.7099600177102419,1,2.0887421421939689,eligible,pmks_positive_0186,matched,
matlab_0187,matlab_sweep_00,187,3.727413310230185,1,2.0973108444794768,eligible,pmks_positive_0187,matched,
matlab_0188,matlab_sweep_00,188,3.7448666027501281,1,2.106053443068832,eligible,pmks_positive_0188,matched,
matlab_0189,matlab_sweep_00,189,3.7623198952700712,1,2.1149621040206137,eligible,pmks_positive_0189,matched,
matlab_0190,matlab_sweep_00,190,3.7797731877900143,1,2.1240287180132866,eligible,pmks_positive_0190,matched,
matlab_0191,matlab_sweep_00,191,3.7972264803099574,1,2.1332448955509009,eligible,pmks_positive_0191,matched,
matlab_0192,matlab_sweep_00,192,3.8146797728299005,1,2.1426019623156387,eligible,pmks_positive_0192,matched,
matlab_0193,matlab_sweep_00,193,3.8321330653498435,1,2.1520909547469875,eligible,pmks_positive_0193,matched,
matlab_0194,matlab_sweep_00,194,3.8495863578697862,1,2.1617026159331587,eligible,pmks_positive_0194,matched,
